0,666666667	0,666666667	0,333333333	0	0,666666667	0	0	0	0	0	0	0	0	0	0	0,666666667	0,333333333	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,666666667	0	4
0,666666667	0,666666667	0,333333333	0	0,333333333	0	0	0	0	0	0	0	0	0	0	1	0,666666667	0	0,666666667	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,666666667	0	4
0,333333333	0,333333333	0	0,333333333	1	0	0	0	0	0	0	0	0	0	0	0,333333333	0,333333333	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,666666667	0	4
0,666666667	0,333333333	0	0	0,666666667	0	0	0	0	0	0	0	0	0	0	0,666666667	0,333333333	0,333333333	0,333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0,333333333	0,333333333	0,333333333	0	0	0	0	0	0	0	0	0	0	0,333333333	0	0,333333333	0,333333333	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,666666667	0	4
0,666666667	0,333333333	0,333333333	1	1	0	0	0	0	0	0	0	0	0	0	0,666666667	0,666666667	0,333333333	0,333333333	0	0	0	0	0	0	0	0	0,333333333	0	0	0	0,666666667	0	4
0,333333333	0,333333333	0,333333333	0	0,666666667	0	0	0	0	0	0	0	0	0,333333333	0	0,333333333	0,333333333	0,333333333	0,333333333	0	0	0	0	0,333333333	0	0	0	0	0,333333333	0	0	0,333333333	0	4
0,333333333	0,333333333	0,333333333	0	0	0	0	0	0	0	0	0	0	0	0	0,333333333	0,333333333	0	0,333333333	0	0	0	0	0	0	0,333333333	0	0,333333333	0	0	0	0,333333333	0	4
0,333333333	0,333333333	0	0,333333333	1	0	0	0	0	0	0	0	0	0	0	0,333333333	0,333333333	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,666666667	0	4
0,666666667	0,333333333	0,666666667	0,666666667	0,333333333	0	0	0	0	0	0	0	0	0	0	0,666666667	0	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,333333333	0	4
0,333333333	0,333333333	0,333333333	0	0,666666667	0	0	0	0	0	0	0	0	0,333333333	0	0,333333333	0,333333333	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,333333333	0	4
0,666666667	0,333333333	0	0,666666667	0,666666667	0	0	0	0	0	0	0	0	0	0	1	0,333333333	0,333333333	0,333333333	0	0	0	0	0	0	0,333333333	0	0,666666667	0	0	0	0,333333333	0	4
0,333333333	0,333333333	0	0,333333333	0,333333333	0	0	0	0	0	0	0	0	0	0	0,666666667	0	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,666666667	0	4
0,666666667	0,666666667	0	0,666666667	0,666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0,666666667	0	0	0	0	0	0	0	0	1	0	0	0	0,666666667	0	4
0,666666667	0,333333333	0	0,666666667	0,666666667	0	0	0	0	0	0	0	0	0	0	0,666666667	0,333333333	0,333333333	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,333333333	0	4
0,666666667	0,666666667	0	0,666666667	0,333333333	0	0	0	0	0	0	0	0	0	0	0,666666667	0	0	0,666666667	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4
0,666666667	0,666666667	0,666666667	0	0,666666667	0	0	0	0	0	0	0	0	0	0	0,666666667	0,666666667	0	0,666666667	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,333333333	0	4
0,666666667	0,333333333	0,666666667	0	0,666666667	0	0	0	0	0	0	0	0	0	0	0,666666667	0,666666667	0	0,333333333	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,333333333	0	4
0,666666667	0,666666667	0,666666667	0	0,666666667	0	0	0	0	0	0	0	0	0	0	0,666666667	0,333333333	0	0,333333333	0	0	0	0	0	0	0,333333333	0	0,666666667	0	0	0	0,333333333	0	4
1	0,666666667	0,333333333	0	0,666666667	0	0	0	0	0	0	0	0	0	0	0,666666667	0,666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0,666666667	0	4
0,666666667	0,666666667	0,333333333	0	0,333333333	0	0	0	0	0	0	0	0	0	0	1	0,666666667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0,666666667	0	4
